# Extraído de TOMO_3_2017_-_Resumenes.pdf
1,,,,Servicios públicos básicos
1,1,,,Justicia
1,3,,,Seguridad ciudadana e instituciones penitenciarias
1,4,,,Política Exterior
2,,,,Actuaciones de protección y promoción social
2,3,,,Servicios Sociales y Promoción Social
2,4,,,Fomento del Empleo
2,6,,,Acceso a la vivienda y fomento de la edificación
3,,,,Produccion de bienes públicos de carácter preferente
3,1,,,Sanidad
3,2,,,Educación
3,3,,,Cultura
4,,,,Actuaciones de carácter preferente
4,1,,,Agricultura
4,2,,,Industria y Energía
4,3,,,Comercio
4,4,,,Subvenciones al transporte
4,5,,,Infraestructuras
4,6,,,Investigación
4,9,,,Otras actuaciones de carácter económico
9,,,,Actuaciones de carácter general
9,1,,,Alta Dirección
9,2,,,Servicios de carácter general
9,3,,,Administración Financiera y Tributaria
9,4,,,Transferencias a otras Administraciones Públicas
9,5,,,Deuda Pública
#
1,1,2,A,"Tribunales de Justicia"
1,1,2,B,"Relaciones con la Administración de Justicia"
1,1,2,C,"Ministerio Fiscal"
1,3,2,A,"Seguridad y Emergencia"
1,3,2,B,"Seguridad ciudadana"
1,4,2,A,"Acción de la Comunidad Autónoma en el Exterior"
1,4,3,A,"Cooperación economica y al desarrollo"
2,3,1,B,"Coordinac y Planific de Polít Soc y atenc pers may"
2,3,1,C,"Planificación y Apoyo a los Servicios Sociales"
2,3,1,G,"Prestaciones y otras Ayudas Sociales"
2,3,1,H,"Prevenc. e Interv. en área del Menor y la Familia"
2,3,1,I,"Fomento de la Inclusión Social"
2,3,1,K,"Ejecución Medidas Judiciales Menores Infractores"
2,3,1,M,"Atención a Personas en situación de Dependencia"
2,3,1,N,"Atención a Personas con Discapacidad"
2,3,1,P,"Acciones a favor de los canarios en el exterior"
2,3,2,A,"Promoción y Fomento Calidad de Vida de los Jóvenes"
2,3,2,B,"Promoción Igualdad de Oportunidades para Mujeres"
2,3,9,A,"Dirección Administrativa y Servicios Generales"
2,4,1,C,"Fomento del Empleo"
2,6,1,A,"Dirección, Promoción y Gestión en mat. de Vivienda"
2,6,1,E,"Ordenación del territorio"
3,1,1,A,"Dirección Administrativa y Servicios Generales"
3,1,1,B,"Formación Sanitaria y Social"
3,1,2,A,"Asistencia Sanitaria"
3,1,2,B,"Hemodonación y Hemoterapia"
3,2,1,A,"Dirección Administrativa y Servicios Generales"
3,2,1,B,"Form. Permanente del Profesorado e Innov. Educat."
3,2,2,A,"Formación Profesional Turística"
3,2,2,B,"Educación Infantil, Primaria y 1ª Ciclo de E.S.O."
3,2,2,C,"Enseñanza Secundaria y Formación Profesional"
3,2,2,D,"Formación Profesional Específica"
3,2,2,F,"Financiación de las Universidades Canarias"
3,2,2,H,"Mejora de la Capacitación Agraria y Form. Profes."
3,2,2,J,"Formación Profesional Marítimo Pesquera"
3,2,2,K,"Enseñanzas Régimen Especial y Educación de Adultos"
3,2,3,A,"Apoyo a los Estudios Universitarios"
3,2,4,C,"Servicios Complem. a la Enseñanza no Universitaria"
3,3,1,A,"Dirección Administrativa y Servicios Generales"
3,3,2,A,"Servicios bibliotecarios y archivisticos"
3,3,4,A,"Promoción Cultural"
3,3,4,B,"Infraestructura Cultural"
3,3,4,D,"Promoción del libro y publicaciones culturales."
3,3,6,A,"Deportes"
3,3,7,A,"Patrimonio Cultural"
4,1,1,A,"Dirección Administrativa y Servicios Generales"
4,1,1,B,"Coord. Cámaras Agrar. y gest. ayudas FEAGA/FEADER"
4,1,2,A,"Mejora de Estructuras Agrarias y del Medio Rural"
